ex;perhidro;mes;Local;ano;hora;num;sp;CP;peso;Sexo;EstMat;Gordura;pesoevis;Categoria; anom.min ;anom.max;anom.cheia;anom.seca;hidro.min;hidro.max;dur_cheia;dur_seca;estomago;gr
1;seca;out/99;Po?o;1;CM;1;Acestrorhynchus falcirostris;29.0 ;214.00 ;F;6;0;202.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;CM;2;Acestrorhynchus falcirostris;27.5;214.00 ;F;6;3;192.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;CM;3;Acestrorhynchus falcirostris;24.5;151.00 ;M;6;2;140.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;CM;4;Acestrorhynchus falcirostris;22.0 ;104.00 ;M;6;3;93.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;CM;5;Acestrorhynchus falcirostris;21.1;72.00 ;I;NA;0;68.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;CM;6;Acestrorhynchus falcirostris;18.0 ;47.00 ;M;6;0;44.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;CM;41;Cichla monoculus;23.0 ;290.00 ;F;6;0;278.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Po?o;1;D;86;Pellona castelnaeana;32.0 ;490.00 ;M;NA;2;456.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;D;87;Pellona castelnaeana;22.0 ;136.00 ;I;NA;1;131.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;D;128;Cichla monoculus;21.8;210.00 ;F;1;0;204.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Po?o;1;D;130;Pellona flavipinnis;19.7;109.00 ;N;6;1;102.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Po?o;1;D;137;Acestrorhynchus falcirostris;29.3;204.00 ;F;6;0;192.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Po?o;1;D;138;Acestrorhynchus falcirostris;26.7;168.00 ;M;NA;2;150.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Po?o;1;D;139;Acestrorhynchus falcirostris;20.2;75.00 ;F;6;1;66.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Po?o;1;D;88;Pellona castelnaeana;38.0 ;880.00 ;D;NA;1;843.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;149;Acestrorhynchus falcirostris;34.5;404.00 ;F;6;2;364.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;150;Acestrorhynchus falcirostris;32.3;336.00 ;F;6;2;309.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;151;Acestrorhynchus falcirostris;28.0 ;197.00 ;F;6;2;181.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;152;Acestrorhynchus falcirostris;27.0 ;193.00 ;F;6;2;182.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;153;Acestrorhynchus falcirostris;26.6;188.00 ;F;6;2;175.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;154;Acestrorhynchus falcirostris;25.8;161.00 ;F;6;2;150.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;155;Acestrorhynchus falcirostris;25.0 ;160.00 ;F;6;2;147.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;156;Acestrorhynchus falcirostris;27.5;182.00 ;F;6;2;170.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;157;Acestrorhynchus falcirostris;26.2;169.00 ;M;NA;2;154.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;158;Acestrorhynchus falcirostris;24.2;149.00 ;M;NA;2;134.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;159;Acestrorhynchus falcirostris;23.3;139.00 ;M;NA;2;113.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;160;Acestrorhynchus falcirostris;22.8;128.00 ;M;NA;1;112.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Po?o;1;N;161;Acestrorhynchus falcirostris;24.2;118.00 ;M;NA;1;111.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;162;Acestrorhynchus falcirostris;19.8;76.00 ;M;2;1;72.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;163;Acestrorhynchus falcirostris;21.1;87.00 ;F;2;1;79.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Po?o;1;N;164;Acestrorhynchus falcirostris;19.2;67.00 ;M;NA;1;63.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;165;Acestrorhynchus falcirostris;20.5;86.00 ;M;NA;1;80.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;166;Acestrorhynchus falcirostris;19.4;62.00 ;M;NA;0;58.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;176;Hoplias malabaricus;31.2;688.00 ;M;5;0;652.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;177;Hoplias malabaricus;31.0 ;623.00 ;F;6;1;586.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;178;Hoplias malabaricus;26.2;356.00 ;F;6;1;337.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;179;Hoplias malabaricus;26.2;438.00 ;F;6;1;373.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
1;seca;out/99;Po?o;1;N;180;Hoplias malabaricus;23.3;261.00 ;F;5;1;245.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;181;Hoplias malabaricus;23.0 ;234.00 ;M;NA;1;219.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;182;Hoplias malabaricus;19.8;171.00 ;M;NA;1;158.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;183;Hoplias malabaricus;20.2;161.00 ;F;6;1;152.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;184;Hoplias malabaricus;17.2;97.00 ;M;NA;1;93.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;D;141;Pellona castelnaeana;38.8;1001.00 ;M;NA;1;948.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Po?o;1;N;186;Pellona flavipinnis;20.0;130.00 ;M;NA;2;124.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;N;187;Pellona flavipinnis;18.4;95.00 ;M;NA;0;88.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Po?o;1;N;188;Pellona flavipinnis;18.3;96.00 ;M;NA;0;90.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Lago do Padre;1;D;253;Cichla monoculus;17.3;122.00 ;M;NA;0;115.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;D;262;Hoplias malabaricus;32.0 ;660.00 ;F;6;1;617.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Lago do Padre;1;D;334;Acestrorhynchus falcirostris;23.5;154.00 ;F;6;2;139.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;D;335;Acestrorhynchus falcirostris;23.5;158.00 ;M;NA;3;109.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;D;336;Acestrorhynchus falcirostris;26.0 ;157.00 ;F;6;2;144.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;D;337;Acestrorhynchus falcirostris;20.0 ;68.00 ;M;NA;1;65.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;D;338;Acestrorhynchus falcirostris;25.5;173.00 ;M;NA;2;159.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
1;seca;out/99;Lago do Padre;1;D;339;Acestrorhynchus falcirostris;25.0 ;126.00 ;M;NA;1;119.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;D;340;Acestrorhynchus falcirostris;27.5;185.00 ;M;NA;3;171.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;D;355;Acestrorhynchus falcirostris;23.7;130.3;F;6;1;116.7;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;D;356;Acestrorhynchus falcirostris;25.1;167.9;F;6;2;152.5;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;D;357;Acestrorhynchus falcirostris;28.3;215.00 ;F;2;1;192.8;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;D;358;Acestrorhynchus falcirostris;27.8;193.4;M;NA;1;175.8;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;D;359;Acestrorhynchus falcirostris;25.1;171.6;F;6;1;157.5;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;D;360;Acestrorhynchus falcirostris;24.4;138.00 ;F;6;1;128.4;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;D;381;Pellona flavipinnis;11.1;28.2;I;NA;0;26.9;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;431;Hoplias malabaricus;30.9;690.00 ;M;6;2;642.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;433;Hoplias malabaricus;25.0 ;286.4;M;2;0;268.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;434;Hoplias malabaricus;24.8;324.3;F;2;1;303.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;435;Hoplias malabaricus;24.1;287.8;F;2;2;272.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;436;Hoplias malabaricus;16.9;94.9;I;NA;1;88.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;442;Acestrorhynchus falcirostris;31.8;334.6;F;5;3;290.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;443;Acestrorhynchus falcirostris;29.5;246.7;F;6;1;222.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;444;Acestrorhynchus falcirostris;28.6;205.7;F;5;1;185.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;445;Acestrorhynchus falcirostris;25.7;171.3;M;6;3;150.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;446;Acestrorhynchus falcirostris;26.6;175.3;M;2;3;162.5;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;447;Acestrorhynchus falcirostris;27.9;176.6;M;2;2;162.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;448;Acestrorhynchus falcirostris;25.3;158.7;F;2;3;142.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;449;Acestrorhynchus falcirostris;23.0 ;127.3;M;2;1;111.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
1;seca;out/99;Cacau/Borges;1;N;458;Pellona flavipinnis;20.6;125.2;M;2;1;113.7;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;459;Pellona flavipinnis;18.5;97.00 ;N;6;2;88.8;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;CM;469;Acestrorhynchus falcirostris;24.5;126.2;F;6;1;115.7;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;CM;470;Acestrorhynchus falcirostris;23.4;107.8;F;6;1;97.5;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;CM;471;Acestrorhynchus falcirostris;22.3;93.00 ;F;6;1;84.2;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;CM;472;Acestrorhynchus falcirostris;19.5;66.00 ;F;6;0;55.3;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
1;seca;out/99;CAaCAau/Borges;1;CM;473;Acestrorhynchus falcirostris;22.9;113.6;F;2;0;94.9;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
1;seca;out/99;Cacau/Borges;1;CM;474;Hoplias malabaricus;26.0 ;360.7;F;2;2;326.5;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;492;Acestrorhynchus falcirostris;25.9;159.7;F;6;1;148.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;493;Acestrorhynchus falcirostris;26.3;159.2;F;5;1;149.3;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;494;Acestrorhynchus falcirostris;24.0 ;113.00 ;F;5;1;103.9;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;495;Acestrorhynchus falcirostris;23.9;116.5;F;5;1;107.1;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;496;Acestrorhynchus falcirostris;26.6;159.1;F;5;1;148.4;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;497;Acestrorhynchus falcirostris;25.7;156.7;M;NA;2;143.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;498;Acestrorhynchus falcirostris;24.2;122.7;F;6;0;114.1;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;499;Acestrorhynchus falcirostris;28.0 ;179.4;F;6;1;166.8;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;500;Acestrorhynchus falcirostris;27.5;207.00 ;F;5;3;186.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;501;Acestrorhynchus falcirostris;31.2;301.7;F;5;3;270.6;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;505;Cichla monoculus;15.0 ;72.7;I;NA;0;69.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Lago do Padre;1;CV;516;Hoplias malabaricus;28.0 ;455.6;F;6;2;427.9;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;517;Hoplias malabaricus;28.6;494.3;F;2;2;453.1;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;518;Hoplias malabaricus;26.7;392.7;F;4;1;364.9;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;519;Hoplias malabaricus;26.6;399.5;F;2;1;375.8;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;520;Hoplias malabaricus;26.3;359.1;F;5;1;339.2;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;521;Hoplias malabaricus;25.3;372.00 ;F;6;2;342.7;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;522;Hoplias malabaricus;23.3;269.5;F;2;1;254.1;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;CV;523;Hoplias malabaricus;20.7;170.9;F;6;1;159.4;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;D;552;Cichla monoculus;19.9;159.2;F;1;0;155.6;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;D;556;Hoplias malabaricus;18.4;123.00 ;F;2;0;116.3;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;D;142;Pellona castelnaeana;38.5;838.00 ;M;NA;0;754.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Po?o;1;CV;598;Pellona flavipinnis;17.5;76.1;D;NA;1;73.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;CV;599;Pellona flavipinnis;16.8;73.3;D;NA;0;69.3;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;CV;624;Hoplias malabaricus;26.7;364.00 ;F;2;0;347.2;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Po?o;1;CV;625;Hoplias malabaricus;28.8;512.8;F;3;1;476.4;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;N;626;Hoplias malabaricus;26.5;364.8;F;6;1;340.5;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;N;627;Hoplias malabaricus;25.0 ;347.1;F;6;1;311.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;3
1;seca;out/99;Lago do Padre;1;N;628;Hoplias malabaricus;25.7;351.00 ;F;2;1;326.8;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;N;629;Hoplias malabaricus;25.3;303.2;M;6;1;287.6;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;N;630;Hoplias malabaricus;23.8;291.2;M;6;1;254.9;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;3
1;seca;out/99;Lago do Padre;1;N;631;Hoplias malabaricus;18.0 ;106.7;I;NA;0;101.8;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;N;632;Hoplias malabaricus;14.5;56.1;I;NA;0;52.9;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;N;639;Acestrorhynchus falcirostris;24.6;138.4;F;6;2;128.8;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;N;640;Acestrorhynchus falcirostris;29.7;241.4;F;2;1;223.1;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;N;642;Acestrorhynchus falcirostris;24.0 ;118.3;F;6;2;111.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;N;659;Pellona flavipinnis;16.3;66.1;D;NA;0;62.7;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;CV;673;Cichla monoculus;19.2;189.00 ;F;6;0;181.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;CV;675;Acestrorhynchus falcirostris;26.6;197.00 ;F;2;2;176.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;CV;676;Acestrorhynchus falcirostris;24.2;155.00 ;F;2;2;142.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;CV;677;Acestrorhynchus falcirostris;30.8;310.00 ;F;5;2;280.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;CV;678;Acestrorhynchus falcirostris;23.7;126.00 ;F;2;1;118.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;CV;679;Hoplias malabaricus;23.2;267.00 ;F;2;0;254.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;CV;680;Hoplias malabaricus;27.1;447.00 ;F;6;2;417.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;CV;681;Hoplias malabaricus;27.8;456.00 ;M;NA;1;430.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;CV;684;Pellona flavipinnis;19.7;131.00 ;M;NA;3;124.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;CV;685;Pellona flavipinnis;17.4;82.00 ;F;2;2;78.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;CV;686;Pellona flavipinnis;16.8;81.00 ;F;2;1;78.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;CV;687;Pellona flavipinnis;17.0;80.00 ;F;2;1;76.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;CV;688;Pellona flavipinnis;17.1;53.00 ;D;NA;0;51.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;CV;689;Pellona flavipinnis;16.6;70.00 ;F;2;1;67.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;CV;690;Pellona flavipinnis;12.1;30.00 ;M;NA;0;29.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Po?o;1;D;143;Pellona castelnaeana;35.5;739.00 ;D;NA;2;700.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
1;seca;out/99;Cacau/Borges;1;N;721;Pellona flavipinnis;19.5;118.2;M;NA;1;109.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;722;Pellona flavipinnis;19.7;104.7;F;6;1;98.6;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
1;seca;out/99;Cacau/Borges;1;N;723;Pellona flavipinnis;19.1;105.9;F;2;1;99.1;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
1;seca;out/99;Cacau/Borges;1;N;724;Pellona flavipinnis;17.7;90.00 ;M;NA;1;85.5;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
1;seca;out/99;Cacau/Borges;1;N;728;Hoplias malabaricus;24.8;312.5;F;6;2;292.7;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;729;Hoplias malabaricus;30.8;538.1;F;5;0;510.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Cacau/Borges;1;N;738;Acestrorhynchus falcirostris;27.0 ;223.2;F;6;3;200.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
1;seca;out/99;Lago do Padre;1;D;822;Cichla monoculus;21.7;240.00 ;M;2;0;223.4;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
1;seca;out/99;Lago do Padre;1;D;823;Cichla monoculus;16.3;97.6;I;NA;1;95.3;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
