ex;perhidro;mes;Local;ano;hora;num;sp;CP;peso;Sexo;EstMat;Gordura;pesoevis;Categoria; anom.min ;anom.max;anom.cheia;anom.seca;hidro.min;hidro.max;dur_cheia;dur_seca;estomago;gr
12;vazante;set/00;Cacau/Borges;1;D;10055;Acestrorhynchus falcirostris;22.6;119.3;F;6;1;112.9;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
12;vazante;set/00;Cacau/Borges;1;D;10056;Acestrorhynchus falcirostris;25.3;158.8;F;2;1;145.4;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
12;vazante;set/00;Cacau/Borges;1;D;10057;Acestrorhynchus falcirostris;29.4;290.00 ;F;2;3;262.8;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
12;vazante;set/00;Lago do Padre;1;D;53088;Pygocentrus nattereri;11.1;65.6;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Lago do Padre;1;CV;53089;Pygocentrus nattereri;11.4;74.9;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Lago do Padre;1;CV;53090;Pygocentrus nattereri;12.0 ;94.3;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Lago do Padre;1;N;53093;Pygocentrus nattereri;12.9;106.5;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Lago do Padre;1;N;53094;Pygocentrus nattereri;12.3;84.5;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Lago do Padre;1;N;53095;Pygocentrus nattereri;13.1;107.8;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Lago do Padre;1;N;53096;Pygocentrus nattereri;11.5;73.5;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Lago do Padre;1;N;53097;Pygocentrus nattereri;10.9;67.1;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Lago do Padre;1;N;53098;Serrasalmus maculatus;7.9;18.3;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Lago do Padre;1;CM;53172;Pygocentrus nattereri;12.9;117.00 ;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Lago do Padre;1;CM;53173;Pygocentrus nattereri;12.4;93.4;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Lago do Padre;1;CM;53174;Pygocentrus nattereri;12.8;92.8;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Lago do Padre;1;CM;53175;Pygocentrus nattereri;11.9;63.5;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Lago do Padre;1;CM;53176;Pygocentrus nattereri;11.3;74.00 ;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Lago do Padre;1;CM;53177;Pygocentrus nattereri;10.0 ;45.00 ;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Cuiu;1;N;53246;Serrasalmus sp.n. robertsonii;11.6;43.1;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Cacau/Borges;1;CV;53334;Serrasalmus maculatus;11.2;58.6;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Cacau/Borges;1;N;53337;Pygocentrus nattereri;13.5;129.7;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Cacau/Borges;1;N;53338;Pygocentrus nattereri;11.8;84.2;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Cacau/Borges;1;N;53339;Serrasalmus sp.n. robertsonii;9.8;31.4;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
12;vazante;set/00;Cacau/Borges;1;CM;53533;Serrasalmus maculatus;13.3;96.2;NA;NA;NA;NA;mutilador ;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Lago do Padre;1;CV;10162;Hoplias malabaricus;31.6;659.7;F;2;1;627.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;CV;10163;Hoplias malabaricus;27.0 ;476.9;F;2;2;444.4;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;CV;10164;Hoplias malabaricus;27.5;473.6;M;NA;2;442.8;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;CV;10165;Hoplias malabaricus;25.0 ;386.3;F;2;1;357.7;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;CV;10167;Cichla monoculus;13.8;56.1;M;NA;0;53.3;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Lago do Padre;1;CV;10168;Cichla monoculus;11.6;34.4;I;NA;0;33.3;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;N;10220;Hoplias malabaricus;28.5;603.8;F;6;0;555.2;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Lago do Padre;1;N;10221;Hoplias malabaricus;16.5;95.9;F;1;0;90.9;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;D;10245;Cichla monoculus;14.1;64.5;F;1;0;60.5;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;CV;10331;Cichla monoculus;16.5;106.9;F;1;0;102.9;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;D;10365;Cichla monoculus;16.2;95.9;F;1;0;93.3;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;D;10366;Cichla monoculus;16.2;100.9;F;1;0;98.3;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CM;10376;Hoplias malabaricus;28.4;469.9;F;6;1;440.5;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CM;10377;Hoplias malabaricus;27.5;480.4;M;NA;1;452.8;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CM;10378;Hoplias malabaricus;25.2;317.3;M;NA;1;297.5;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CM;10379;Hoplias malabaricus;24.8;323.5;F;6;0;302.4;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;D;10417;Acestrorhynchus falcirostris;32.4;359.1;F;2;3;318.6;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;D;10418;Acestrorhynchus falcirostris;26.9;195.4;F;2;2;178.1;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;D;10419;Acestrorhynchus falcirostris;23.5;120.6;F;2;1;112.9;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;D;10420;Acestrorhynchus falcirostris;20.3;86.5;F;6;2;73.9;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;D;10421;Acestrorhynchus falcirostris;20.6;89.7;F;2;1;83.7;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;D;10422;Acestrorhynchus falcirostris;23.4;125.8;F;2;2;116.3;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;D;10423;Acestrorhynchus falcirostris;17.3;47.7;F;6;0;44.6;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;D;10424;Acestrorhynchus falcirostris;22.4;92.4;F;2;1;86.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;D;10425;Acestrorhynchus falcirostris;27.1;246.8;F;2;3;210.8;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;D;10426;Acestrorhynchus falcirostris;21.7;98.8;F;2;2;91.8;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
8;cheia;mai/00;Cacau/Borges;1;D;8656;Pellona castelnaeana;24.4;225.8;F;2;1;218.5;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;CV;10509;Acestrorhynchus falcirostris;25.5;163.1;F;2;1;152.8;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CV;10510;Acestrorhynchus falcirostris;24.7;148.9;F;2;1;139.2;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CV;10511;Acestrorhynchus falcirostris;25.0 ;171.5;F;2;1;157.8;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CV;10512;Acestrorhynchus falcirostris;21.0 ;93.5;F;2;1;86.9;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CV;10513;Acestrorhynchus falcirostris;26.9;192.6;F;2;2;179.6;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CV;10514;Acestrorhynchus falcirostris;17.2;50.00 ;F;2;0;46.4;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;CV;10515;Acestrorhynchus falcirostris;30.0 ;306.1;F;2;3;273.6;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10516;Acestrorhynchus falcirostris;24.7;148.9;F;2;1;138.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10517;Acestrorhynchus falcirostris;29.0 ;250.2;F;2;2;232.1;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10518;Acestrorhynchus falcirostris;22.8;104.7;F;2;1;96.1;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10519;Acestrorhynchus falcirostris;24.9;140.3;F;2;1;128.9;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10520;Acestrorhynchus falcirostris;23.6;126.9;F;2;1;117.7;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10521;Acestrorhynchus falcirostris;28.0 ;225.6;F;2;2;201.6;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;N;10522;Acestrorhynchus falcirostris;22.3;104.6;F;2;1;97.3;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10523;Acestrorhynchus falcirostris;27.2;212.9;F;2;2;192.7;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10524;Acestrorhynchus falcirostris;27.5;208.5;F;2;2;193.4;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10525;Acestrorhynchus falcirostris;27.0 ;199.4;F;2;2;184.2;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10526;Acestrorhynchus falcirostris;31.0 ;341.4;F;2;2;305.2;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10527;Acestrorhynchus falcirostris;32.0 ;324.9;F;2;2;292.4;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10528;Acestrorhynchus falcirostris;23.4;121.7;F;2;1;111.1;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10529;Acestrorhynchus falcirostris;25.0 ;167.2;F;2;2;154.1;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10530;Acestrorhynchus falcirostris;24.9;148.3;F;2;2;136.5;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10531;Acestrorhynchus falcirostris;22.5;100.8;F;2;1;95.1;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10532;Acestrorhynchus falcirostris;25.8;160.5;F;2;2;148.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
8;cheia;mai/00;Cacau/Borges;1;D;8657;Pellona castelnaeana;33.4;625.2;F;2;2;598.4;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10536;Pellona flavipinnis;17.8;81.8;D;NA;1;78.5;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;N;10537;Pellona flavipinnis;17.0;85.00 ;F;2;1;81.3;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;N;10538;Pellona flavipinnis;20.8;156.3;F;2;2;149.2;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;N;10539;Pellona flavipinnis;19.4;113.6;F;2;2;106.4;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;N;10540;Pellona flavipinnis;18.6;108.2;F;2;2;102.5;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;N;10541;Pellona flavipinnis;19.0;101.7;F;2;2;96.5;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;N;10542;Pellona flavipinnis;11.7;19.6;F;2;0;18.4;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Lago do Padre;1;N;10551;Pellona flavipinnis;19.8;107.4;F;2;0;102.1;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;N;10552;Pellona flavipinnis;17.3;76.7;F;2;1;73.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Lago do Padre;1;CV;10553;Acestrorhynchus falcirostris;21.7;94.9;F;2;2;88.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;CV;10554;Acestrorhynchus falcirostris;19.7;73.6;F;2;1;68.4;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;CV;10555;Acestrorhynchus falcirostris;19.6;72.5;F;2;2;67.1;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Lago do Padre;1;CV;10556;Acestrorhynchus falcirostris;21.6;99.00 ;F;2;2;91.7;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;CV;10557;Acestrorhynchus falcirostris;17.7;45.7;F;2;1;43.4;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;CV;10558;Acestrorhynchus falcirostris;18.4;53.1;F;2;1;50.5;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;CV;10559;Acestrorhynchus falcirostris;20.7;80.5;F;2;2;74.3;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;CV;10560;Acestrorhynchus falcirostris;23.0 ;125.4;F;2;2;117.4;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;CV;10561;Acestrorhynchus falcirostris;17.0 ;42.8;F;2;1;39.7;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;CV;10562;Acestrorhynchus falcirostris;18.0 ;50.7;F;2;1;48.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;CV;10563;Acestrorhynchus falcirostris;20.3;75.8;F;2;2;71.2;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Lago do Padre;1;CV;10564;Acestrorhynchus falcirostris;20.8;72.6;F;2;2;67.2;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;CV;10565;Acestrorhynchus falcirostris;20.6;77.3;F;2;NA;73.1;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Lago do Padre;1;N;10567;Acestrorhynchus falcirostris;21.0 ;79.9;F;6;1;73.3;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;N;10568;Acestrorhynchus falcirostris;18.4;49.9;F;2;1;47.7;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;N;10569;Acestrorhynchus falcirostris;16.1;37.2;F;2;1;34.9;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;N;10570;Acestrorhynchus falcirostris;22.8;105.3;F;2;2;99.84;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;N;10571;Acestrorhynchus falcirostris;20.7;88.3;F;2;2;81.2;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;N;10572;Acestrorhynchus falcirostris;19.6;65.4;F;2;1;62.5;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;N;10573;Acestrorhynchus falcirostris;24.0 ;156.00 ;F;2;2;144.2;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Lago do Padre;1;N;10574;Acestrorhynchus falcirostris;18.8;59.00 ;F;2;1;54.9;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;N;10575;Acestrorhynchus falcirostris;23.1;134.3;F;2;2;121.8;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Lago do Padre;1;N;10576;Acestrorhynchus falcirostris;18.9;52.1;F;2;1;48.7;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;N;10577;Acestrorhynchus falcirostris;21.1;78.1;F;2;1;73.3;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;N;10579;Acestrorhynchus falcirostris;25.2;148.1;F;2;3;138.0 ;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Lago do Padre;1;N;10580;Acestrorhynchus falcirostris;21.6;91.8;F;2;2;85.9;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CM;10588;Pellona flavipinnis;17.0;90.4;F;2;1;84.8;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;CM;10589;Pellona flavipinnis;17.2;81.9;F;2;2;78.1;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;CM;10591;Pellona flavipinnis;17.4;88.9;F;2;1;82.9;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;CM;10592;Pellona flavipinnis;18.2;95.4;F;2;1;90.3;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;CM;10593;Pellona flavipinnis;17.1;79.6;F;2;0;76.1;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;CM;10594;Pellona flavipinnis;16.9;85.9;F;2;2;80.5;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;CM;10595;Pellona flavipinnis;21.2;160.5;F;2;2;150.0 ;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;CM;10596;Pellona flavipinnis;17.3;83.1;F;2;1;77.5;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;CM;10597;Pellona flavipinnis;16.5;78.5;F;2;1;74.6;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;CM;10599;Pellona flavipinnis;17.1;82.1;N;NA;NA;NA;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Po?o;1;CM;10600;Pellona flavipinnis;17.6;104.00 ;N;NA;NA;NA;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Po?o;1;CM;10601;Pellona flavipinnis;18.3;106.7;N;NA;NA;NA;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Po?o;1;CM;10602;Pellona flavipinnis;19.2;116.00 ;N;NA;NA;NA;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Po?o;1;CM;10603;Pellona flavipinnis;17.7;88.6;N;NA;NA;NA;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Po?o;1;CM;10604;Pellona flavipinnis;20.5;129.3;N;NA;NA;NA;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Po?o;1;CM;10605;Pellona flavipinnis;18.0 ;87.9;N;NA;NA;NA;carnivoro;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Po?o;1;CM;10620;Acestrorhynchus falcirostris;27.9;242.00 ;F;2;2;202.9;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;1;NA
13;vazante;out/00;Po?o;1;CM;10621;Acestrorhynchus falcirostris;23.5;149.6;F;2;2;137.9;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CM;10622;Acestrorhynchus falcirostris;24.5;172.3;F;2;2;156.7;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CM;10623;Acestrorhynchus falcirostris;21.2;93.6;F;2;2;87.5;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CM;10624;Acestrorhynchus falcirostris;21.3;86.1;F;2;2;89.8;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CM;10625;Acestrorhynchus falcirostris;24.0 ;144.8;F;2;2;133.7;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CM;10626;Acestrorhynchus falcirostris;26.0 ;175.7;F;2;2;165.4;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CM;10627;Acestrorhynchus falcirostris;29.8;277.4;F;2;3;245.5;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CM;10628;Acestrorhynchus falcirostris;23.8;148.9;F;2;2;137.2;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CM;10629;Acestrorhynchus falcirostris;21.5;91.1;F;2;1;85.3;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;0;NA
13;vazante;out/00;Po?o;1;CM;10630;Acestrorhynchus falcirostris;27.4;202.8;N;NA;NA;NA;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Po?o;1;CM;10631;Acestrorhynchus falcirostris;29.0 ;223.3;N;NA;NA;NA;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Po?o;1;CM;10632;Acestrorhynchus falcirostris;22.5;99.3;N;NA;NA;NA;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Po?o;1;CM;10633;Acestrorhynchus falcirostris;24.2;163.7;N;NA;NA;NA;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Po?o;1;CM;10634;Acestrorhynchus falcirostris;28.5;227.6;N;NA;NA;NA;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Po?o;1;CM;10635;Acestrorhynchus falcirostris;23.3;123.6;N;NA;NA;NA;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Po?o;1;CM;10636;Acestrorhynchus falcirostris;23.0 ;136.1;N;NA;NA;NA;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
13;vazante;out/00;Po?o;1;CM;10637;Acestrorhynchus falcirostris;25.5;165.6;N;NA;NA;NA;estrito;-0.63;0.66;20.9;12.6;16.95;28.62;136;88;NA;NA
